fecha	alpha	lambda	tree_method	grow_policy	max_bin	max_leaves	scale_pos_weight	eta	colsample_bytree	min_child_weight	max_depth	gamma	subsample	nrounds	ganancia	iteracion
20230720 123800	0	0	auto	depthwise	256	0	7.16421936789185	0.0979624330226848	0.995559237383761	0	10	87	0.999548680759183	164	0.855397139573351	187
20230720 123822	0	0	auto	depthwise	256	0	7.16421936789185	0.550039019332234	0.201506993058919	2	390	61	0.981317310541075	44	0.853949186501773	188
20230720 125748	0	0	auto	depthwise	256	0	7.16421936789185	0.0100318254990385	0.390772162187605	16	398	14	0.832137528074749	6579	0.858527204693406	189
20230720 130149	0	0	auto	depthwise	256	0	7.16421936789185	0.145672020157513	0.215469289333244	2	405	63	0.63818773685055	1362	0.855203495606887	190
20230720 130253	0	0	auto	depthwise	256	0	7.16421936789185	0.129917566554724	0.480228197752404	4	1000	39	0.677311110364404	261	0.857018313373169	191
20230720 132938	0	0	auto	depthwise	256	0	7.16421936789185	0.0100858220798008	0.285524294569302	107	63	11	0.910177326804646	9719	0.8579326684203	192
20230720 133007	0	0	auto	depthwise	256	0	7.16421936789185	0.523418799083143	0.900656628621569	1000	401	6	0.997999164573948	15	0.854699522834708	193
20230720 133025	0	0	auto	depthwise	256	0	7.16421936789185	0.676802426537732	0.782285950726425	1	782	100	0.98748823935156	10	0.852266827855206	194
20230720 133103	0	0	auto	depthwise	256	0	7.16421936789185	0.146005527468046	0.411542297479208	346	963	9	0.999702518344439	98	0.856658388047253	195
20230720 134240	0	0	auto	depthwise	256	0	7.16421936789185	0.0103700113572141	0.264197606561076	1	535	11	0.807276172715121	3492	0.858089254970605	196
20230720 134700	0	0	auto	depthwise	256	0	7.16421936789185	0.0104632019384266	0.515151450819631	894	5	50	0.999586508768593	974	0.854702057603218	197
20230720 134730	0	0	auto	depthwise	256	0	7.16421936789185	0.233764806982235	0.589537675545644	716	971	100	0.999300925321792	77	0.853936214043202	198
20230720 134803	0	0	auto	depthwise	256	0	7.16421936789185	0.429157652780291	0.205200962953062	730	2	85	0.996923636183793	97	0.852655937151835	199
20230720 134900	0	0	auto	depthwise	256	0	7.16421936789185	0.543762477893704	0.732808071495049	54	307	43	0.811081984512238	273	0.854979364809401	200
20230720 141354	0	0	auto	depthwise	256	0	7.16421936789185	0.0101459854360141	0.726008136019088	18	25	70	0.961843911784729	9182	0.856004559962161	201
20230720 142439	0	0	auto	depthwise	256	0	7.16421936789185	0.0101474504594729	0.358126395756191	30	265	14	0.988086031114864	3252	0.858227941847957	202
20230720 143041	0	0	auto	depthwise	256	0	7.16421936789185	0.010143757774854	0.479420023938746	361	365	8	0.528046286820933	1140	0.856435734570188	203
20230720 143106	0	0	auto	depthwise	256	0	7.16421936789185	0.727824934816932	0.408752798912085	1000	118	0	0.999804414313939	18	0.853293131823197	204
20230720 143140	0	0	auto	depthwise	256	0	7.16421936789185	0.542727274067473	0.202538141470316	2	681	34	0.250305976136593	97	0.851281207242355	205
20230720 145635	0	0	auto	depthwise	256	0	7.16421936789185	0.0101400602312828	0.418201488234848	20	288	16	0.769724294326093	8523	0.858474522490321	206
20230720 150727	0	0	auto	depthwise	256	0	7.16421936789185	0.0105743272705105	0.980158094482458	583	85	62	0.992078840793194	3726	0.854981671740747	207
20230720 150758	0	0	auto	depthwise	256	0	7.16421936789185	0.548331875916692	0.591782832459734	447	1000	100	0.982314697338621	17	0.852164763142822	208
20230720 150820	0	0	auto	depthwise	256	0	7.16421936789185	0.615224473477634	0.246721835060641	8	1000	79	0.999756075176759	31	0.852661707984754	209
20230720 151327	0	0	auto	depthwise	256	0	7.16421936789185	0.0101776226536293	0.546405765962363	256	729	14	0.999773132648214	1131	0.857237283977112	210
20230720 151424	0	0	auto	depthwise	256	0	7.16421936789185	0.351878678790823	0.992133469767923	127	301	77	0.643332364026111	245	0.85527796844666	211
20230720 151918	0	0	auto	depthwise	256	0	7.16421936789185	0.0101092865333104	0.998031452725523	462	988	20	0.995498914013017	1156	0.856101461952403	212
20230720 151955	0	0	auto	depthwise	256	0	7.16421936789185	0.176606983198612	0.660959506344056	1000	436	12	0.998460820381013	36	0.85544564241143	213
20230720 153309	0	0	auto	depthwise	256	0	7.16421936789185	0.0101712338256453	0.215522152836223	12	711	13	0.304994226358778	3962	0.857833980476742	214
20230720 153842	0	0	auto	depthwise	256	0	7.16421936789185	0.0109792705281186	0.205332216049716	893	1000	78	0.99932394574416	1449	0.853477782935489	215
20230720 153900	0	0	auto	depthwise	256	0	7.16421936789185	0.672390741511463	0.633137676964186	559	177	52	0.999938392827261	9	0.853288124384824	216
20230720 160634	0	0	auto	depthwise	256	0	7.16421936789185	0.0104819567587684	0.998490445817542	64	696	33	0.64930905780801	9991	0.857580652102554	217
20230720 163339	0	0	auto	depthwise	256	0	7.16421936789185	0.0103455417307512	0.983216622487555	0	365	46	0.282504176606781	9967	0.856929709300169	218
20230720 163417	0	0	auto	depthwise	256	0	7.16421936789185	0.459912695599482	0.519198879118431	551	677	17	0.973816991659248	68	0.855432737388167	219
20230720 165037	0	0	auto	depthwise	256	0	7.16421936789185	0.0105271240436598	0.671373051671171	1000	995	100	0.439342263044034	5675	0.850868634047083	220
20230720 165141	0	0	auto	depthwise	256	0	7.16421936789185	0.0923781715816279	0.559088242523726	425	1000	90	0.840735833578181	195	0.854350597895485	221
20230720 171842	0	0	auto	depthwise	256	0	7.16421936789185	0.0105303251412433	0.982830940202974	0	976	44	0.653634788788155	9999	0.857349552446898	222
20230720 171937	0	0	auto	depthwise	256	0	7.16421936789185	0.1670799574117	0.978314142839711	815	997	33	0.919063229695643	142	0.855192786628456	223
20230720 172007	0	0	auto	depthwise	256	0	7.16421936789185	0.776913745557123	0.22771138619327	584	900	0	0.999956631628564	28	0.852283785124901	224
20230720 172104	0	0	auto	depthwise	256	0	7.16421936789185	0.604661836272404	0.212122919868695	0	956	100	0.266844484397197	266	0.849245537695585	225
20230720 172213	0	0	auto	depthwise	256	0	7.16421936789185	0.430748545513642	0.960064902669165	57	5	61	0.250270372868428	334	0.853989551811772	226
20230720 172241	0	0	auto	depthwise	256	0	7.16421936789185	0.716102890794685	0.201489484257555	1000	996	60	0.998315351406898	59	0.851111763377939	227
20230720 172335	0	0	auto	depthwise	256	0	7.16421936789185	0.321077946628848	0.998963078651454	876	53	22	0.989961079952089	237	0.855132563910865	228
20230720 172424	0	0	auto	depthwise	256	0	7.16421936789185	0.104134481254355	0.200947191895934	624	4	70	0.989866167273446	153	0.8536469442153	229
20230720 172443	0	0	auto	depthwise	256	0	7.16421936789185	0.684165129244931	0.998689200585732	998	4	84	0.99677574064351	9	0.852228071270856	230
20230720 172513	0	0	auto	depthwise	256	0	7.16421936789185	0.119596443703763	0.573853753633402	1	395	99	0.99989476848916	39	0.854975832710841	231
20230720 175010	0	0	auto	depthwise	256	0	7.16421936789185	0.0100191343430007	0.391125766207851	10	982	22	0.595688273763442	8296	0.858298075643224	232
20230720 175040	0	0	auto	depthwise	256	0	7.16421936789185	0.413548250595884	0.999997431606842	757	19	69	0.999024946972687	14	0.85368953104426	233
20230720 175156	0	0	auto	depthwise	256	0	7.16421936789185	0.244827854742809	0.987331519221938	118	957	62	0.661979192003537	364	0.855914189462956	234
20230720 180618	0	0	auto	depthwise	256	0	7.16421936789185	0.0103201063554006	0.621376492513255	1	122	26	0.452867987245059	4416	0.858214547423914	235
20230720 182425	0	0	auto	depthwise	256	0	7.16421936789185	0.0103351316310515	0.992661445135919	1	73	31	0.328754046165757	5882	0.857770370806336	236
20230720 184528	0	0	auto	depthwise	256	0	7.16421936789185	0.0107682578649447	0.624742170662251	0	393	27	0.507168604473112	6797	0.858169886239579	237
20230720 185835	0	0	auto	depthwise	256	0	7.16421936789185	0.0102275664487786	0.293107462742536	4	27	14	0.598198754299141	3858	0.85834804641704	238
20230720 185909	0	0	auto	depthwise	256	0	7.16421936789185	0.627766248635788	0.630988514592038	808	501	0	0.998054068811242	11	0.854159711621025	239
20230720 185943	0	0	auto	depthwise	256	0	7.16421936789185	0.528161419308299	0.200477726409302	841	700	0	0.795180611368421	49	0.852791669550062	240
20230720 190409	0	0	auto	depthwise	256	0	7.16421936789185	0.0101107289969513	0.843874815442453	814	417	41	0.993093414087171	1023	0.855138875062663	241
20230720 193019	0	0	auto	depthwise	256	0	7.16421936789185	0.0132264835117686	0.998895645269167	91	2	73	0.33398633836955	9956	0.85447431725681	242
20230720 193135	0	0	auto	depthwise	256	0	7.16421936789185	0.248086390332836	0.200927391873291	2	320	40	0.763381576729198	287	0.85567177604994	243
20230720 193302	0	0	auto	depthwise	256	0	7.16421936789185	0.999416030602126	0.20292034763703	0	150	0	0.928648943620908	1	0.792807203631775	244
20230720 193403	0	0	auto	depthwise	256	0	7.16421936789185	0.815019592934835	0.203723739753791	139	965	54	0.361285669994642	291	0.8506537519751	245
20230720 193428	0	0	auto	depthwise	256	0	7.16421936789185	0.81886460162438	0.961276781915447	177	386	33	0.250032905815835	36	0.851392536823229	246
20230720 193455	0	0	auto	depthwise	256	0	7.16421936789185	0.321021095312238	0.349842891689243	106	209	26	0.981503003663445	59	0.856620130847365	247
20230720 194001	0	0	auto	depthwise	256	0	7.16421936789185	0.0257726674402653	0.379032010941946	1	394	15	0.663094625447862	1453	0.858070499968047	248
20230720 194027	0	0	auto	depthwise	256	0	7.16421936789185	0.699321777326202	0.234312643419048	140	527	19	0.998690560343692	45	0.855127630870404	249
20230720 194101	0	0	auto	depthwise	256	0	7.16421936789185	0.36461192602003	0.783575178082348	467	201	26	0.847261810103488	46	0.855668079341365	250
20230720 194122	0	0	auto	depthwise	256	0	7.16421936789185	0.774112975535808	0.349730670635039	51	218	73	0.998701331796266	19	0.851095478088772	251
20230720 194203	0	0	auto	depthwise	256	0	7.16421936789185	0.405135865495663	0.508503493666598	36	6	98	0.441969963769178	142	0.853037638562334	252
20230720 194230	0	0	auto	depthwise	256	0	7.16421936789185	0.815484656375504	0.842134835718348	999	429	20	0.997739941806551	35	0.852539336480587	253
20230720 194301	0	0	auto	depthwise	256	0	7.16421936789185	0.689651928472233	0.999897296985883	931	979	7	0.982015222385869	73	0.854018726218298	254
20230720 194639	0	0	auto	depthwise	256	0	7.16421936789185	0.0643208649848674	0.361810355183972	1	997	26	0.764992344300437	1145	0.857857585125908	255
20230720 194718	0	0	auto	depthwise	256	0	7.16421936789185	0.599480047631006	0.999602025627315	92	303	63	0.594233319566123	136	0.854117267329421	256
20230720 194750	0	0	auto	depthwise	256	0	7.16421936789185	0.805369004239032	0.676857105309062	188	990	27	0.985989197069201	103	0.852419100535442	257
20230720 194907	0	0	auto	depthwise	256	0	7.16421936789185	0.229607244453336	0.702129702108108	78	213	29	0.972509793672637	391	0.857137189832094	258
20230720 194934	0	0	auto	depthwise	256	0	7.16421936789185	0.816865789558362	0.593440277720681	999	998	8	0.25121897368968	29	0.84306518207357	259
20230720 195059	0	0	auto	depthwise	256	0	7.16421936789185	0.169721784816333	0.201374040252568	105	98	9	0.685962246400909	355	0.857031628657288	260
20230720 195129	0	0	auto	depthwise	256	0	7.16421936789185	0.681476808675825	0.979087108147985	966	6	17	0.99919544996293	30	0.853977613464724	261
20230720 195234	0	0	auto	depthwise	256	0	7.16421936789185	0.298965912597628	0.249721432349693	28	1000	44	0.993852002961387	292	0.855588841146005	262
20230720 195356	0	0	auto	depthwise	256	0	7.16421936789185	0.424138699233407	0.561580266882545	9	281	65	0.749385993014528	440	0.854968549124501	263
20230720 195544	0	0	auto	depthwise	256	0	7.16421936789185	0.106298561009266	0.206226741687685	18	993	31	0.993095114890576	535	0.856624648391542	264
20230720 195717	0	0	auto	depthwise	256	0	7.16421936789185	0.530107573978283	0.999364172044036	4	892	74	0.47738867060015	509	0.853657454459921	265
20230720 195741	0	0	auto	depthwise	256	0	7.16421936789185	0.597207676167809	0.999318138895314	943	796	41	0.995395685687484	32	0.853487028792032	266
20230720 195805	0	0	auto	depthwise	256	0	7.16421936789185	0.609950966051834	0.943089192253716	212	3	100	0.973217431097574	43	0.852840390393453	267
20230720 195828	0	0	auto	depthwise	256	0	7.16421936789185	0.845078522150244	0.998161539376095	713	958	97	0.948325443005831	39	0.851268231369101	268
20230720 195908	0	0	auto	depthwise	256	0	7.16421936789185	0.163459344058224	0.420560620886315	479	136	7	0.779560873924631	78	0.856100606953127	269
20230720 200122	0	0	auto	depthwise	256	0	7.16421936789185	0.200764152414348	0.200286741617307	57	773	26	0.665040847875091	698	0.856717523541465	270
20230720 200447	0	0	auto	depthwise	256	0	7.16421936789185	0.111129426230408	0.895381885089233	51	39	30	0.700130071894308	1088	0.85762264506046	271
20230720 200535	0	0	auto	depthwise	256	0	7.16421936789185	0.571595564421502	0.999267177967068	489	17	32	0.251286441673827	182	0.851316014350759	272
20230720 201315	0	0	auto	depthwise	256	0	7.16421936789185	0.0100806445365775	0.201546955928484	2	279	9	0.425408737663969	1798	0.857781348699913	273
20230720 202552	0	0	auto	depthwise	256	0	7.16421936789185	0.0100574232372609	0.52441963940575	2	722	22	0.346339234968489	3819	0.858098903334345	274
20230720 202732	0	0	auto	depthwise	256	0	7.16421936789185	0.0840490772210162	0.605485714833008	0	36	34	0.298353168551811	392	0.856406352964548	275
20230720 202839	0	0	auto	depthwise	256	0	7.16421936789185	0.0725685374717232	0.742017125866268	845	815	8	0.999982028994222	211	0.855893809369372	276
20230720 202922	0	0	auto	depthwise	256	0	7.16421936789185	0.515872433030284	0.200187075034157	87	2	75	0.265065684566898	166	0.851055666398192	277
20230720 203005	0	0	auto	depthwise	256	0	7.16421936789185	0.221004295294212	0.227267966965202	969	12	87	0.540792178645707	143	0.850038657678128	278
20230720 203049	0	0	auto	depthwise	256	0	7.16421936789185	0.787050669105501	0.200712092318775	7	286	27	0.412729430344388	147	0.851478122912195	279
20230720 203129	0	0	auto	depthwise	256	0	7.16421936789185	0.730390569421482	0.206185770072228	567	112	20	0.999532216951419	142	0.853251054557092	280
20230720 203149	0	0	auto	depthwise	256	0	7.16421936789185	0.830199324501205	0.999443461344228	644	64	51	0.998916149938239	7	0.853894971564748	281
20230720 203228	0	0	auto	depthwise	256	0	7.16421936789185	0.829918648921363	0.999056615936038	618	10	100	0.44857617726153	127	0.851185686603375	282
20230720 203747	0	0	auto	depthwise	256	0	7.16421936789185	0.0105369079319426	0.714445177902168	642	116	8	0.996998403365124	1217	0.856497919459556	283
20230720 205043	0	0	auto	depthwise	256	0	7.16421936789185	0.0100814956250399	0.346376762256592	1	683	15	0.651771893446513	3844	0.85827265430838	284
20230720 205148	0	0	auto	depthwise	256	0	7.16421936789185	0.330730903532381	0.999689753666901	48	973	100	0.724872822715828	222	0.854416372984939	285
20230720 205229	0	0	auto	depthwise	256	0	7.16421936789185	0.659859348719245	0.997956571189577	413	586	19	0.900016110017434	144	0.854331672881082	286
20230720 205256	0	0	auto	depthwise	256	0	7.16421936789185	0.313317964940222	0.393139585922055	906	955	14	0.999974749119461	35	0.855079699403058	287
20230720 205321	0	0	auto	depthwise	256	0	7.16421936789185	0.706498108339606	0.974479535255793	681	271	4	0.635666651528747	5	0.852422571026197	288
20230720 205433	0	0	auto	depthwise	256	0	7.16421936789185	0.696191718828387	0.99934549106094	170	984	69	0.76903289440242	368	0.853032614429768	289
20230720 205501	0	0	auto	depthwise	256	0	7.16421936789185	0.429874593177559	0.99269884065533	996	845	100	0.968765758887413	62	0.85251291869382	290
20230720 205736	0	0	auto	depthwise	256	0	7.16421936789185	0.0945485372284015	0.225215708915939	2	955	21	0.571904795704641	755	0.857611955548297	291
20230720 205900	0	0	auto	depthwise	256	0	7.16421936789185	0.338871344040886	0.22928563145405	2	301	60	0.25030200902049	445	0.853057436890602	292
20230720 210005	0	0	auto	depthwise	256	0	7.16421936789185	0.214709491281892	0.201947482059452	8	399	19	0.969899005335982	283	0.856852166888828	293
20230720 210118	0	0	auto	depthwise	256	0	7.16421936789185	0.393161739792327	0.200010818722483	103	81	24	0.662340089471336	339	0.855902329087815	294
20230720 210706	0	0	auto	depthwise	256	0	7.16421936789185	0.0361537486350589	0.495570128605145	2	955	21	0.584165300144113	1736	0.858193799371269	295
20230720 210727	0	0	auto	depthwise	256	0	7.16421936789185	0.319310101399436	0.999932735586565	80	912	59	0.9981420043116	13	0.855668987900424	296
20230720 210852	0	0	auto	depthwise	256	0	7.16421936789185	0.410541131376329	0.202770585638085	575	985	19	0.669400400822169	393	0.854338193280266	297
20230720 211137	0	0	auto	depthwise	256	0	7.16421936789185	0.0468640687701156	0.393780255199876	0	989	25	0.336100563095819	739	0.857267012685648	298
20230720 211205	0	0	auto	depthwise	256	0	7.16421936789185	0.832960135503972	0.997230007698886	63	272	100	0.999869743307995	1	0.851635725636192	299
20230720 211236	0	0	auto	depthwise	256	0	7.16421936789185	0.677171668900091	0.20058978474806	279	949	9	0.597041657560709	48	0.853552675899161	300
20230720 211453	0	0	auto	depthwise	256	0	7.16421936789185	0.0887922948639123	0.602707982323321	35	944	29	0.717262523959384	676	0.857596559808065	301
20230720 212507	0	0	auto	depthwise	256	0	7.16421936789185	0.0100328415223569	0.433356147200737	0	46	14	0.557595567587821	2779	0.858204244225334	302
20230720 212635	0	0	auto	depthwise	256	0	7.16421936789185	0.0370958380821403	0.442615662687745	53	969	17	0.999768685160916	161	0.857917518664043	303
20230720 212720	0	0	auto	depthwise	256	0	7.16421936789185	0.505822811711334	0.999996534914551	925	992	20	0.794338285363728	158	0.854166141850563	304
20230720 215009	0	0	auto	depthwise	256	0	7.16421936789185	0.0110426735178959	0.914734138199022	11	918	32	0.475537270812315	7601	0.857927534888626	305
20230720 215042	0	0	auto	depthwise	256	0	7.16421936789185	0.84122749895814	0.20138336250721	68	969	100	0.98652091457919	42	0.85041382937721	306
20230720 215153	0	0	auto	depthwise	256	0	7.16421936789185	0.428972652385195	0.200536679557238	143	585	43	0.875576068950036	348	0.854846180216105	307
20230720 215247	0	0	auto	depthwise	256	0	7.16421936789185	0.372461154755546	0.602770005551849	24	116	43	0.583435204298883	210	0.855693885644695	308
20230720 215320	0	0	auto	depthwise	256	0	7.16421936789185	0.820401068078583	0.202240902002966	289	706	40	0.96608352435992	87	0.851704671548376	309
20230720 215341	0	0	auto	depthwise	256	0	7.16421936789185	0.836095780956008	0.997901106987497	999	76	58	0.447379094239649	14	0.850273724801588	310
20230720 221830	0	0	auto	depthwise	256	0	7.16421936789185	0.0100620168007054	0.521711237023959	2	645	27	0.589228663944443	8296	0.858135173691589	311
20230720 221930	0	0	auto	depthwise	256	0	7.16421936789185	0.213712469592876	0.99908771293589	54	563	100	0.590353050357221	165	0.854501009828796	312
20230720 221950	0	0	auto	depthwise	256	0	7.16421936789185	0.832486235146643	0.893913757775691	4	974	100	0.25358146527114	1	0.846918458084944	313
20230720 222348	0	0	auto	depthwise	256	0	7.16421936789185	0.0599200135123325	0.204260762723532	1	1000	82	0.705466491058218	1316	0.854235874440568	314
20230720 222908	0	0	auto	depthwise	256	0	7.16421936789185	0.0574643557667796	0.999339970187019	4	944	100	0.793365032040368	1950	0.855140746719739	315
20230720 223137	0	0	auto	depthwise	256	0	7.16421936789185	0.0685359058565805	0.996860197161571	56	909	41	0.571320121541657	685	0.857069810340873	316
20230720 223214	0	0	auto	depthwise	256	0	7.16421936789185	0.120464223651007	0.998230305580265	640	573	100	0.999497289723418	95	0.854217900556863	317
20230720 223246	0	0	auto	depthwise	256	0	7.16421936789185	0.633441937881163	0.474656488373958	146	165	22	0.670523339944975	71	0.854588001519996	318
20230720 223904	0	0	auto	depthwise	256	0	7.16421936789185	0.0102721526718017	0.645846585585152	0	613	20	0.250885677759379	1551	0.857933245492188	319
20230720 223933	0	0	auto	depthwise	256	0	7.16421936789185	0.542629737695304	0.999932249500045	591	741	69	0.857857334082487	64	0.853389086311529	320
20230720 224043	0	0	auto	depthwise	256	0	7.16421936789185	0.678733480203537	0.999212414122439	40	3	82	0.259680958404742	290	0.852296954122223	321
20230720 224120	0	0	auto	depthwise	256	0	7.16421936789185	0.378475197296637	0.200665529788079	890	1000	100	0.741888195380537	105	0.850761468413398	322
20230720 225807	0	0	auto	depthwise	256	0	7.16421936789185	0.0101927374462841	0.403841817361056	2	769	20	0.569452202027682	5308	0.858392646129267	323
20230720 225932	0	0	auto	depthwise	256	0	7.16421936789185	0.161861060328799	0.999711298454294	622	2	100	0.476897342302989	328	0.852702382635522	324
20230720 230000	0	0	auto	depthwise	256	0	7.16421936789185	0.679209860144132	0.997016746677368	98	998	24	0.376697102402314	55	0.852528410254117	325
20230720 230113	0	0	auto	depthwise	256	0	7.16421936789185	0.216162433893938	0.478786870095073	102	361	21	0.82299481855211	311	0.85708088873701	326
20230720 230156	0	0	auto	depthwise	256	0	7.16421936789185	0.207636758632593	0.200754441858153	418	998	6	0.999152397732025	102	0.855662203657409	327
20230720 230236	0	0	auto	depthwise	256	0	7.16421936789185	0.105807031224306	0.578954462406237	938	696	68	0.988034534725494	82	0.854461640666176	328
20230720 232940	0	0	auto	depthwise	256	0	7.16421936789185	0.0107914368873331	0.57986682365099	11	18	21	0.769170473052931	9999	0.858363649618	329
20230720 233029	0	0	auto	depthwise	256	0	7.16421936789185	0.214711827753568	0.736927182457759	996	994	0	0.999437536862432	39	0.855306677264265	330
20230720 233123	0	0	auto	depthwise	256	0	7.16421936789185	0.674983162285787	0.999778061158217	724	996	100	0.511740347751926	231	0.851041346498099	331
20230720 233215	0	0	auto	depthwise	256	0	7.16421936789185	0.349818019493476	0.217520572104058	1000	7	0	0.702421700548442	138	0.853045601650671	332
20230720 235406	0	0	auto	depthwise	256	0	7.16421936789185	0.0109027616116045	0.583756472918333	1	983	21	0.608869269583813	7251	0.858371090803676	333
20230721 001306	0	0	auto	depthwise	256	0	7.16421936789185	0.0104269299652964	0.505977483500879	11	912	20	0.588253873516978	6086	0.858420606162472	334
20230721 001414	0	0	auto	depthwise	256	0	7.16421936789185	0.388633485587724	0.474313129618172	93	189	24	0.999352937972168	250	0.856458341514573	335
20230721 001529	0	0	auto	depthwise	256	0	7.16421936789185	0.0773531967169702	0.999206036759069	53	414	65	0.985598283954203	324	0.855898472542437	336
20230721 001630	0	0	auto	depthwise	256	0	7.16421936789185	0.829145009359313	0.996522955155802	537	2	26	0.615965400093417	256	0.854673356862465	337
20230721 001718	0	0	auto	depthwise	256	0	7.16421936789185	0.299080184180614	0.998725190316838	101	790	88	0.251009496500159	194	0.852231333759397	338
20230721 002908	0	0	auto	depthwise	256	0	7.16421936789185	0.0181568084131735	0.37796828612772	0	898	21	0.583313811940574	3823	0.858254240710457	339
20230721 003057	0	0	auto	depthwise	256	0	7.16421936789185	0.0623628334200933	0.211007461441658	8	50	7	0.588309216175138	305	0.85691799941262	340
20230721 003128	0	0	auto	depthwise	256	0	7.16421936789185	0.128107858950072	0.998433500770995	675	183	21	0.999984085287845	40	0.85600141323666	341
20230721 003149	0	0	auto	depthwise	256	0	7.16421936789185	0.402524021038474	0.873498519983548	1	116	100	0.999717278610767	12	0.854130471144214	342
20230721 003238	0	0	auto	depthwise	256	0	7.16421936789185	0.487646598886837	0.998610332708479	2	3	100	0.576512470771882	184	0.853513375154653	343
20230721 003348	0	0	auto	depthwise	256	0	7.16421936789185	0.515377153708028	0.383040854829489	91	872	25	0.994779450398639	338	0.85608827926295	344
20230721 004011	0	0	auto	depthwise	256	0	7.16421936789185	0.010153954850159	0.200681012960968	132	534	94	0.999957504335309	1793	0.853917195891543	345
20230721 004119	0	0	auto	depthwise	256	0	7.16421936789185	0.198341048413072	0.200254397203566	713	383	0	0.250416292325801	141	0.85084777075321	346
20230721 004230	0	0	auto	depthwise	256	0	7.16421936789185	0.251835450498027	0.997852848797289	1	4	68	0.487187243384655	311	0.855233822414176	347
20230721 004259	0	0	auto	depthwise	256	0	7.16421936789185	0.546905270796523	0.582317540622121	1000	4	7	0.752422498104434	42	0.854018357111561	348
20230721 004359	0	0	auto	depthwise	256	0	7.16421936789185	0.190025606462412	0.997678270620138	110	998	35	0.709294783456997	235	0.856896827207167	349
20230721 004440	0	0	auto	depthwise	256	0	7.16421936789185	0.123650788471466	0.916407739295152	1000	998	8	0.650073558751	57	0.854301294344963	350
20230721 004545	0	0	auto	depthwise	256	0	7.16421936789185	0.265496553884987	0.969703285736297	84	130	34	0.692304059852813	279	0.856888467296141	351
20230721 004617	0	0	auto	depthwise	256	0	7.16421936789185	0.781825309109371	0.915117280169006	398	3	47	0.539424863475901	69	0.853549013870439	352
20230721 004741	0	0	auto	depthwise	256	0	7.16421936789185	0.506119293962014	0.427726878546684	135	1000	59	0.789203944443908	436	0.85478295541427	353
20230721 004920	0	0	auto	depthwise	256	0	7.16421936789185	0.126795469751509	0.950444174239728	297	994	32	0.598007604220154	460	0.855818401650028	354
20230721 005028	0	0	auto	depthwise	256	0	7.16421936789185	0.174305256107542	0.999470634498441	38	106	32	0.692560908846052	278	0.857158550204215	355
20230721 005115	0	0	auto	depthwise	256	0	7.16421936789185	0.537871843856439	0.200053442005359	116	128	22	0.999020764647322	96	0.855535534513615	356
20230721 005145	0	0	auto	depthwise	256	0	7.16421936789185	0.207998182746693	0.806206068848296	594	53	9	0.990663102882354	31	0.856268671510089	357
20230721 010335	0	0	auto	depthwise	256	0	7.16421936789185	0.0104882822137282	0.211466201583874	0	25	58	0.98910750389049	3883	0.855742510132789	358
20230721 010416	0	0	auto	depthwise	256	0	7.16421936789185	0.660982539366519	0.201075069582333	1000	875	5	0.999387572593551	69	0.853146918865047	359
20230721 010717	0	0	auto	depthwise	256	0	7.16421936789185	0.149539192507339	0.234874914256206	42	998	21	0.789905227406663	971	0.857562378345225	360
20230721 010800	0	0	auto	depthwise	256	0	7.16421936789185	0.25662306095487	0.661795496181701	609	3	93	0.997641554299536	161	0.853635668574478	361
20230721 010852	0	0	auto	depthwise	256	0	7.16421936789185	0.833363179743143	0.201202538855262	636	2	76	0.383372204346435	216	0.848419936679573	362
20230721 010912	0	0	auto	depthwise	256	0	7.16421936789185	0.736833458366696	0.996842919801527	665	425	100	0.999727188560537	16	0.85181440965821	363
20230721 013052	0	0	auto	depthwise	256	0	7.16421936789185	0.0101453823449908	0.503219219769563	4	401	20	0.615863949605078	7157	0.85844785180183	364
20230721 013604	0	0	auto	depthwise	256	0	7.16421936789185	0.0105477320715902	0.456146111135046	960	969	6	0.99941062096074	1046	0.855691756339481	365
20230721 013916	0	0	auto	depthwise	256	0	7.16421936789185	0.176393175091373	0.201600361501015	36	997	47	0.482776817913994	1060	0.855633311375168	366
20230721 014022	0	0	auto	depthwise	256	0	7.16421936789185	0.393066337753437	0.945538509836848	968	5	82	0.53793853426771	298	0.851230972987105	367
20230721 015441	0	0	auto	depthwise	256	0	7.16421936789185	0.0101104160092031	0.757339813619664	22	182	22	0.397680633244353	4407	0.85805338086731	368
20230721 015714	0	0	auto	depthwise	256	0	7.16421936789185	0.103707888141891	0.59413302046622	33	2	67	0.768590238879797	789	0.85530415201549	369
20230721 015738	0	0	auto	depthwise	256	0	7.16421936789185	0.81499757758983	0.59890795646465	753	3	29	0.999145146501569	32	0.853102988707555	370
20230721 015806	0	0	auto	depthwise	256	0	7.16421936789185	0.456815388069456	0.444799601388458	999	997	63	0.997380466897443	47	0.853199600269352	371
20230721 022417	0	0	auto	depthwise	256	0	7.16421936789185	0.0101412266339761	0.896051095521151	0	451	50	0.740542361314849	9997	0.857009821694657	372
20230721 022455	0	0	auto	depthwise	256	0	7.16421936789185	0.398305373276673	0.808501029015034	1000	831	15	0.998960235005604	16	0.855126259179952	373
20230721 022559	0	0	auto	depthwise	256	0	7.16421936789185	0.706828075125376	0.579591795151925	31	2	100	0.629143745457665	289	0.852882625027173	374
