fecha	alpha	lambda	tree_method	grow_policy	max_bin	max_leaves	scale_pos_weight	eta	colsample_bytree	min_child_weight	max_depth	gamma	subsample	nrounds	ganancia	iteracion
20230719 152832	0	0	auto	depthwise	256	0	7.16421936789185	0.221728599268818	0.7682925098686	169	2	43	0.652245669781252	618	0.855795466945668	36
20230719 152902	0	0	auto	depthwise	256	0	7.16421936789185	0.362192097138027	0.705346051573954	266	966	67	0.994585182481957	65	0.854742200761182	37
20230719 152927	0	0	auto	depthwise	256	0	7.16421936789185	0.147471928431557	0.633091963539679	220	65	84	0.999795858216176	36	0.855053052006682	38
20230719 153008	0	0	auto	depthwise	256	0	7.16421936789185	0.399537829801905	0.952038914077238	493	997	58	0.407144071971696	161	0.853214733586226	39
20230719 153030	0	0	auto	depthwise	256	0	7.16421936789185	0.325931076970844	0.878298106978534	124	499	31	0.997421882198448	33	0.856501880269344	40
20230719 153220	0	0	auto	depthwise	256	0	7.16421936789185	0.182029481787654	0.882056907245223	174	2	38	0.998005429722255	639	0.855549987962024	41
20230719 153319	0	0	auto	depthwise	256	0	7.16421936789185	0.119067308635051	0.478276447955257	600	5	0	0.526031841901477	162	0.854959442596392	42
20230719 153340	0	0	auto	depthwise	256	0	7.16421936789185	0.243499881369904	0.976541551015684	0	16	8	0.977301916504831	11	0.850801677820225	43
20230719 153513	0	0	auto	depthwise	256	0	7.16421936789185	0.279295928732456	0.662406313270106	9	98	27	0.791735938581579	503	0.856669069030563	44
20230719 153607	0	0	auto	depthwise	256	0	7.16421936789185	0.14294319545077	0.625454247235856	176	129	22	0.914813151587806	216	0.857168233712911	45
20230719 153737	0	0	auto	depthwise	256	0	7.16421936789185	0.306740697905235	0.981978054826105	30	203	51	0.823656745481996	507	0.856305079616452	46
20230719 153857	0	0	auto	depthwise	256	0	7.16421936789185	0.226176662726569	0.804444414945434	7	19	26	0.740798721285869	399	0.857016387935775	47
20230719 154004	0	0	auto	depthwise	256	0	7.16421936789185	0.572259829414006	0.659309381612991	321	997	30	0.652905079250468	290	0.854194720031778	48
20230719 154106	0	0	auto	depthwise	256	0	7.16421936789185	0.296531291365961	0.831033944460002	212	2	31	0.973846923783948	307	0.855688108413816	49
20230719 154225	0	0	auto	depthwise	256	0	7.16421936789185	0.168887986378168	0.831920863068336	0	161	31	0.471569789279474	361	0.856436375047855	50
20230719 154251	0	0	auto	depthwise	256	0	7.16421936789185	0.212397102074231	0.432587342422321	513	280	17	0.996769226540537	46	0.85594463488864	51
20230719 154331	0	0	auto	depthwise	256	0	7.16421936789185	0.300897639853742	0.81792977074917	8	717	0	0.510421221042306	4	0.837488429003709	52
20230719 154403	0	0	auto	depthwise	256	0	7.16421936789185	0.164104285087604	0.455414756972713	814	82	4	0.992827541605544	56	0.855603294476652	53
20230719 154501	0	0	auto	depthwise	256	0	7.16421936789185	0.197130821906943	0.568449074763936	83	83	21	0.996966518520376	258	0.857398799962395	54
20230719 154539	0	0	auto	depthwise	256	0	7.16421936789185	0.113528857348524	0.629374278683804	501	136	7	0.988404213194294	79	0.856374324133584	55
20230719 154612	0	0	auto	depthwise	256	0	7.16421936789185	0.600195685632299	0.482389063125035	996	661	16	0.571977296367397	94	0.852084862783321	56
20230719 154705	0	0	auto	depthwise	256	0	7.16421936789185	0.221270244390376	0.995440110048466	640	477	73	0.724196528251482	239	0.854479726670978	57
20230719 154805	0	0	auto	depthwise	256	0	7.16421936789185	0.133137951736536	0.200856003583853	165	139	7	0.997626028686248	229	0.856937054095926	58
20230719 154857	0	0	auto	depthwise	256	0	7.16421936789185	0.163787132378682	0.996949871948095	0	845	74	0.842119326187673	220	0.855599242527869	59
20230719 154931	0	0	auto	depthwise	256	0	7.16421936789185	0.600578293650596	0.201736623752633	586	315	9	0.943713266443061	116	0.854441940359493	60
20230719 154958	0	0	auto	depthwise	256	0	7.16421936789185	0.343407615847483	0.927732543602765	868	766	44	0.998406255406744	14	0.854670591607592	61
20230719 155118	0	0	auto	depthwise	256	0	7.16421936789185	0.144065274820304	0.988398258628758	74	538	47	0.766731305593761	403	0.856744783093346	62
20230719 155329	0	0	auto	depthwise	256	0	7.16421936789185	0.192012084440246	0.867093577740488	77	201	27	0.896689634436877	764	0.85754740903806	63
20230719 160128	0	0	auto	depthwise	256	0	7.16421936789185	0.0103547719479853	0.448055415327601	100	63	7	0.98401765365509	2222	0.857979736581128	64
20230719 160205	0	0	auto	depthwise	256	0	7.16421936789185	0.173423224966551	0.469265580476432	655	1000	5	0.959398916565903	39	0.85590275305479	65
20230719 160415	0	0	auto	depthwise	256	0	7.16421936789185	0.0745712534187263	0.45098885415769	92	2	11	0.986034210594859	709	0.856706547068403	66
20230719 160857	0	0	auto	depthwise	256	0	7.16421936789185	0.0105592218982754	0.369531858689261	274	239	2	0.998465869453397	673	0.856599719603077	67
20230719 163544	0	0	auto	depthwise	256	0	7.16421936789185	0.0100927276274994	0.981073356950399	25	104	38	0.664505052956992	9981	0.857491150736286	68
20230719 170151	0	0	auto	depthwise	256	0	7.16421936789185	0.0134302078860877	0.985173152961943	0	87	61	0.661655368154255	9992	0.856561061685948	69
20230719 171229	0	0	auto	depthwise	256	0	7.16421936789185	0.0104140627130523	0.99572249614199	696	587	22	0.732104427144966	3239	0.855418380342729	70
20230719 173919	0	0	auto	depthwise	256	0	7.16421936789185	0.01014107202167	0.880445685810994	2	397	91	0.610706888354656	9999	0.85524846828934	71
20230719 173952	0	0	auto	depthwise	256	0	7.16421936789185	0.523738638794223	0.220279271799134	529	798	43	0.989926556506018	51	0.853860208828866	72
20230719 174602	0	0	auto	depthwise	256	0	7.16421936789185	0.010162851787756	0.999846187690514	997	705	54	0.91466378861567	1827	0.854554551827105	73
20230719 174640	0	0	auto	depthwise	256	0	7.16421936789185	0.240440706903837	0.692257193176748	627	457	21	0.742893441969235	117	0.855482572695625	74
20230719 181304	0	0	auto	depthwise	256	0	7.16421936789185	0.0101169957144192	0.418021337799422	15	350	23	0.879810071940458	9702	0.858119732269784	75
20230719 183952	0	0	auto	depthwise	256	0	7.16421936789185	0.0100474974830727	0.692100566622754	72	367	24	0.794290238225628	9949	0.857907261389805	76
20230719 184603	0	0	auto	depthwise	256	0	7.16421936789185	0.0101092772129818	0.709191441767779	1	831	46	0.990432357058475	1737	0.856790077399851	77
20230719 191256	0	0	auto	depthwise	256	0	7.16421936789185	0.0101630202998695	0.531192190564664	4	293	33	0.750232833545546	9971	0.85785976154858	78
20230719 191932	0	0	auto	depthwise	256	0	7.16421936789185	0.0104439301783842	0.473535923255212	857	469	6	0.658103752983234	1422	0.854882784632908	79
20230719 194535	0	0	auto	depthwise	256	0	7.16421936789185	0.0107629321344646	0.78044569540394	6	119	27	0.895455453606059	9928	0.857870933230937	80
20230719 194604	0	0	auto	depthwise	256	0	7.16421936789185	0.319809559393844	0.999718911497774	996	14	100	0.990098359587401	21	0.853284765978432	81
20230719 201242	0	0	auto	depthwise	256	0	7.16421936789185	0.0101536087546265	0.485520196601242	86	999	32	0.764689430417042	9992	0.857429984659783	82
20230719 203931	0	0	auto	depthwise	256	0	7.16421936789185	0.0101419944344214	0.200707752570003	40	799	42	0.766077420213341	9999	0.856452890570973	83
20230719 204043	0	0	auto	depthwise	256	0	7.16421936789185	0.100769051526898	0.76190007188621	548	999	41	0.731959407610851	249	0.855429442976779	84
20230719 210240	0	0	auto	depthwise	256	0	7.16421936789185	0.0102842661255927	0.996346064190327	412	2	100	0.970524295746811	8630	0.852613996637243	85
20230719 212710	0	0	auto	depthwise	256	0	7.16421936789185	0.0106329867306375	0.458700400210454	53	119	23	0.625480309167094	8350	0.858008180537951	86
20230719 212900	0	0	auto	depthwise	256	0	7.16421936789185	0.175678639122346	0.695316187523592	0	50	82	0.25111649192804	555	0.853633448407319	87
20230719 212927	0	0	auto	depthwise	256	0	7.16421936789185	0.457691170228404	0.993777862750366	51	999	90	0.955737653665954	77	0.854002953866412	88
20230719 212946	0	0	auto	depthwise	256	0	7.16421936789185	0.596552094478671	0.355581755543761	1000	4	66	0.99938301993097	23	0.852262339544649	89
20230719 215536	0	0	auto	depthwise	256	0	7.16421936789185	0.0106133049899902	0.995273377783168	126	1000	56	0.71208046543347	9999	0.856388902387442	90
20230719 215706	0	0	auto	depthwise	256	0	7.16421936789185	0.112351012838402	0.998740939281825	1000	102	42	0.427088300396617	382	0.852235376913461	91
20230719 215748	0	0	auto	depthwise	256	0	7.16421936789185	0.193444282063566	0.437656283490813	6	1000	49	0.949614113289654	151	0.856269438020622	92
20230719 220703	0	0	auto	depthwise	256	0	7.16421936789185	0.0105551755709406	0.451411573423969	36	999	65	0.93398536100396	3030	0.856089961646923	93
20230719 221820	0	0	auto	depthwise	256	0	7.16421936789185	0.010299960256558	0.201045542144695	44	209	6	0.893385209542313	3254	0.857957533323848	94
20230719 221900	0	0	auto	depthwise	256	0	7.16421936789185	0.139484342758183	0.996907988990469	976	960	90	0.964132842579497	81	0.854093100981779	95
20230719 224543	0	0	auto	depthwise	256	0	7.16421936789185	0.0101183682004928	0.66193649354455	37	154	23	0.748097766954608	9980	0.858183343261774	96
20230719 231243	0	0	auto	depthwise	256	0	7.16421936789185	0.0112291072308973	0.498857625597483	9	166	51	0.596956976647834	9805	0.856854786125853	97
20230719 231312	0	0	auto	depthwise	256	0	7.16421936789185	0.374497146119854	0.968562542832733	528	999	22	0.999986790228254	35	0.855348970370664	98
20230719 231344	0	0	auto	depthwise	256	0	7.16421936789185	0.803303332842435	0.239688367158787	610	5	4	0.404170501861833	74	0.849761516105926	99
20230719 231652	0	0	auto	depthwise	256	0	7.16421936789185	0.0175297438776396	0.901504178878006	999	911	0	0.996167032463886	424	0.85539292432237	100
20230719 234335	0	0	auto	depthwise	256	0	7.16421936789185	0.0100290392039064	0.607706616014916	47	987	43	0.250813390821919	9977	0.856120887728739	101
20230719 234406	0	0	auto	depthwise	256	0	7.16421936789185	0.368821723120529	0.999333922100894	511	446	90	0.998647512178803	15	0.853893873917554	102
20230719 234719	0	0	auto	depthwise	256	0	7.16421936789185	0.0112448559066149	0.773311048352511	997	986	24	0.996559970575876	586	0.855216995157805	103
20230719 234932	0	0	auto	depthwise	256	0	7.16421936789185	0.0940682671029686	0.690872580684851	0	999	56	0.658935093577224	703	0.856539061959375	104
20230719 235006	0	0	auto	depthwise	256	0	7.16421936789185	0.553967434206528	0.939955506887855	639	153	21	0.989012401890768	125	0.854725611183695	105
20230720 001709	0	0	auto	depthwise	256	0	7.16421936789185	0.0106241249070176	0.521403369261953	63	152	24	0.7122002217568	9983	0.858003842759848	106
20230720 001744	0	0	auto	depthwise	256	0	7.16421936789185	0.43175570446286	0.478156015790767	998	999	0	0.993957598409977	23	0.854329438646949	107
20230720 001817	0	0	auto	depthwise	256	0	7.16421936789185	0.651649820712208	0.326989472658516	0	998	41	0.985214305767129	126	0.853191929824282	108
20230720 001855	0	0	auto	depthwise	256	0	7.16421936789185	0.173420524616923	0.217352456900609	1000	979	52	0.993455235131648	124	0.853551139200958	109
20230720 003904	0	0	auto	depthwise	256	0	7.16421936789185	0.0102712820469935	0.454664406604827	13	209	18	0.840266881299328	6968	0.858373616831062	110
20230720 005105	0	0	auto	depthwise	256	0	7.16421936789185	0.0100771458889247	0.241349175650764	419	1000	19	0.2891200847215	3675	0.853952001398846	111
20230720 005228	0	0	auto	depthwise	256	0	7.16421936789185	0.523378338481133	0.783883702798818	845	397	100	0.251292225195887	408	0.847917961226736	112
20230720 005301	0	0	auto	depthwise	256	0	7.16421936789185	0.166917058803857	0.999195100956118	868	736	10	0.999591429674453	73	0.85573963448526	113
20230720 010400	0	0	auto	depthwise	256	0	7.16421936789185	0.0100298461079692	0.412083433548897	98	211	8	0.863911555283756	3297	0.858019986216342	114
20230720 011245	0	0	auto	depthwise	256	0	7.16421936789185	0.0119730990289861	0.532180411587139	0	994	100	0.933913892652876	2963	0.855195770956523	115
20230720 011304	0	0	auto	depthwise	256	0	7.16421936789185	0.549491405220012	0.60203541220572	730	997	10	0.998077008267113	18	0.854922396763803	116
20230720 011438	0	0	auto	depthwise	256	0	7.16421936789185	0.0448192964275526	0.95318308699888	143	999	35	0.989708080299991	399	0.856781072157886	117
20230720 014049	0	0	auto	depthwise	256	0	7.16421936789185	0.0103853563053005	0.699780912473619	44	216	20	0.970398457793934	9911	0.857920502378264	118
20230720 014944	0	0	auto	depthwise	256	0	7.16421936789185	0.0206303404209707	0.403336660015374	0	314	78	0.847769429175191	3137	0.855740373047784	119
20230720 015454	0	0	auto	depthwise	256	0	7.16421936789185	0.0155704838266177	0.897183241811143	157	999	84	0.999233690951291	1715	0.855187146173992	120
20230720 015545	0	0	auto	depthwise	256	0	7.16421936789185	0.134934627953913	0.397603475	657	449	0	0.99939877780865	64	0.855662840376524	121
20230720 022244	0	0	auto	depthwise	256	0	7.16421936789185	0.0107033146942449	0.816287079800003	2	924	37	0.667956521408956	9977	0.857733855633269	122
20230720 022353	0	0	auto	depthwise	256	0	7.16421936789185	0.44696396762431	0.200079784268192	1	998	73	0.532383153873025	300	0.853241039624267	123
20230720 024612	0	0	auto	depthwise	256	0	7.16421936789185	0.0103468271522559	0.348815937385506	0	159	20	0.791759047345834	7680	0.858305010946853	124
20230720 024642	0	0	auto	depthwise	256	0	7.16421936789185	0.268825448165246	0.567864773585154	0	896	86	0.998560704780537	46	0.854808154305891	125
20230720 024707	0	0	auto	depthwise	256	0	7.16421936789185	0.166661114485208	0.948270539132553	1000	6	71	0.999959999012341	42	0.854256607621848	126
20230720 024751	0	0	auto	depthwise	256	0	7.16421936789185	0.132685034890732	0.225437553080258	1000	382	100	0.995703303541513	169	0.852445598390205	127
20230720 025520	0	0	auto	depthwise	256	0	7.16421936789185	0.0100100371870594	0.338500761555274	5	904	19	0.987882759295433	2119	0.858062576396177	128
20230720 031225	0	0	auto	depthwise	256	0	7.16421936789185	0.0102534324476909	0.21516297896354	133	999	15	0.98596207120765	5834	0.857321678897201	129
20230720 031305	0	0	auto	depthwise	256	0	7.16421936789185	0.249386564351248	0.947972779830718	32	998	41	0.987814212046501	110	0.8565863516778	130
20230720 033352	0	0	auto	depthwise	256	0	7.16421936789185	0.0113304380363119	0.389103880057282	0	264	20	0.64688605004047	7039	0.858390114307257	131
20230720 033432	0	0	auto	depthwise	256	0	7.16421936789185	0.136167105629371	0.999754905428433	732	1000	59	0.99398248101277	80	0.85492025429729	132
20230720 040158	0	0	auto	depthwise	256	0	7.16421936789185	0.0103798110103147	0.826647370479035	0	212	30	0.641306233552044	9970	0.858040758960371	133
20230720 042427	0	0	auto	depthwise	256	0	7.16421936789185	0.01014539123748	0.290163379717447	0	954	22	0.728733128040203	7656	0.858142242332232	134
20230720 042522	0	0	auto	depthwise	256	0	7.16421936789185	0.35474186268365	0.224991731651097	122	981	24	0.997985391025094	201	0.855899579529653	135
20230720 042624	0	0	auto	depthwise	256	0	7.16421936789185	0.178931766302102	0.200019713190967	1000	882	4	0.833176777997272	245	0.854329824756461	136
20230720 045330	0	0	auto	depthwise	256	0	7.16421936789185	0.0102678843417366	0.38355439098436	0	573	22	0.726752163243011	9979	0.85827357378867	137
20230720 052140	0	0	auto	depthwise	256	0	7.16421936789185	0.0108068485335043	0.270343826094353	0	808	28	0.486311360884053	9970	0.857692744877605	138
20230720 054904	0	0	auto	depthwise	256	0	7.16421936789185	0.0102127426294977	0.210344586738832	0	795	23	0.687628649148269	9957	0.85782039578992	139
20230720 061516	0	0	auto	depthwise	256	0	7.16421936789185	0.0100622049665678	0.455845099499288	1	990	23	0.943071427510462	9756	0.858015288780021	140
20230720 062007	0	0	auto	depthwise	256	0	7.16421936789185	0.0101303929064634	0.327274208001881	73	974	6	0.992683612983901	888	0.857912185433953	141
20230720 062509	0	0	auto	depthwise	256	0	7.16421936789185	0.0100407094195788	0.564533404730383	478	944	5	0.947951301497338	978	0.856513154616094	142
20230720 062606	0	0	auto	depthwise	256	0	7.16421936789185	0.140285561546419	0.363089370430975	0	192	24	0.715281605988206	232	0.857230217798726	143
20230720 062710	0	0	auto	depthwise	256	0	7.16421936789185	0.520515952288957	0.393910219534126	466	317	21	0.677468258287322	266	0.855074890334726	144
20230720 062745	0	0	auto	depthwise	256	0	7.16421936789185	0.202980310058874	0.97012462642631	1000	58	0	0.900857704641363	47	0.854732859984026	145
20230720 064757	0	0	auto	depthwise	256	0	7.16421936789185	0.0101359319052828	0.31533739433971	0	201	23	0.28883614461078	6706	0.857679135934406	146
20230720 064840	0	0	auto	depthwise	256	0	7.16421936789185	0.226143305783275	0.330499139144615	459	54	4	0.891437591432	48	0.855684903099155	147
20230720 064919	0	0	auto	depthwise	256	0	7.16421936789185	0.644651231515903	0.207503519934708	706	96	40	0.623885952316644	159	0.851662543091374	148
20230720 065036	0	0	auto	depthwise	256	0	7.16421936789185	0.371858622775087	0.398957410701172	100	1000	47	0.712210676908117	405	0.855599039888953	149
20230720 071747	0	0	auto	depthwise	256	0	7.16421936789185	0.0102304158969884	0.292570332104244	0	259	35	0.369247857884535	9973	0.857090597899179	150
20230720 071821	0	0	auto	depthwise	256	0	7.16421936789185	0.505753063097701	0.362374849059849	1	139	100	0.999841702776412	66	0.853347771524929	151
20230720 074106	0	0	auto	depthwise	256	0	7.16421936789185	0.0101961542140861	0.970468377901916	1	143	26	0.743377926034318	7891	0.85791749774074	152
20230720 074512	0	0	auto	depthwise	256	0	7.16421936789185	0.0935997700420246	0.209579942615249	2	34	100	0.483888187090965	1369	0.852791772165375	153
20230720 074532	0	0	auto	depthwise	256	0	7.16421936789185	0.33998634778224	0.534310038357099	1000	742	79	0.999410619595344	20	0.853496024703	154
20230720 075125	0	0	auto	depthwise	256	0	7.16421936789185	0.0104741353627879	0.311617721092642	74	599	7	0.994319372986051	1386	0.8580550134905	155
20230720 081819	0	0	auto	depthwise	256	0	7.16421936789185	0.010088877314237	0.417847671594451	39	835	20	0.815796190910428	9943	0.85820953756238	156
20230720 081855	0	0	auto	depthwise	256	0	7.16421936789185	0.830218888506936	0.200480183692618	146	255	22	0.997840274091861	83	0.852602484596657	157
20230720 081917	0	0	auto	depthwise	256	0	7.16421936789185	0.819140482038219	0.271839045367003	999	117	100	0.973903986012828	34	0.84977468442598	158
20230720 084535	0	0	auto	depthwise	256	0	7.16421936789185	0.0103758346439152	0.498394814821151	2	285	20	0.884406237159673	9681	0.858227279937418	159
20230720 084607	0	0	auto	depthwise	256	0	7.16421936789185	0.539234071132613	0.997068006536365	1	4	77	0.986099840693049	18	0.853723952040735	160
20230720 085645	0	0	auto	depthwise	256	0	7.16421936789185	0.0100016182178765	0.85645049407795	157	992	24	0.687460276595937	3236	0.857114664412901	161
20230720 090709	0	0	auto	depthwise	256	0	7.16421936789185	0.0104248609913262	0.819310080748168	1000	952	1	0.251227132390836	2317	0.851811583060991	162
20230720 090746	0	0	auto	depthwise	256	0	7.16421936789185	0.152039555902142	0.999296669323889	474	21	23	0.250543343034948	48	0.852617020916626	163
20230720 091212	0	0	auto	depthwise	256	0	7.16421936789185	0.0529363257827367	0.880945723598841	0	178	34	0.752418553072147	1518	0.857347443476292	164
20230720 091248	0	0	auto	depthwise	256	0	7.16421936789185	0.161486526258813	0.428268879264906	165	994	22	0.999834570419783	97	0.857055858988903	165
20230720 093808	0	0	auto	depthwise	256	0	7.16421936789185	0.010176718729188	0.360280760417753	21	485	19	0.754986926663356	8889	0.85829302088906	166
20230720 100517	0	0	auto	depthwise	256	0	7.16421936789185	0.0100444296760874	0.405979413619651	2	919	26	0.717517211511793	9994	0.858189811458834	167
20230720 100552	0	0	auto	depthwise	256	0	7.16421936789185	0.587055569413222	0.339329301136527	414	952	16	0.997993716093537	68	0.854593015222287	168
20230720 101806	0	0	auto	depthwise	256	0	7.16421936789185	0.010166339474787	0.357330746704691	1	460	19	0.464819931202306	3671	0.858239748488241	169
20230720 102243	0	0	auto	depthwise	256	0	7.16421936789185	0.0100907115544995	0.33252704482408	5	106	7	0.388799259093026	678	0.857726135661728	170
20230720 102303	0	0	auto	depthwise	256	0	7.16421936789185	0.355416116552942	0.621307823637538	719	300	9	0.999708460371142	21	0.8557600646089	171
20230720 102402	0	0	auto	depthwise	256	0	7.16421936789185	0.530744600155241	0.997304063750317	133	992	54	0.963455023095817	334	0.855027985681557	172
20230720 102620	0	0	auto	depthwise	256	0	7.16421936789185	0.089533710664159	0.995642521532627	0	1000	100	0.258495079095545	779	0.852941374448261	173
20230720 105212	0	0	auto	depthwise	256	0	7.16421936789185	0.0102625218726467	0.373278615107814	0	194	18	0.71187613216625	8997	0.858371984441197	174
20230720 105253	0	0	auto	depthwise	256	0	7.16421936789185	0.414093207779446	0.200148306450453	1000	518	20	0.997738628557465	96	0.853741950948548	175
20230720 105346	0	0	auto	depthwise	256	0	7.16421936789185	0.209175071985626	0.823701828470544	415	897	53	0.781093063447309	224	0.855125446247839	176
20230720 105713	0	0	auto	depthwise	256	0	7.16421936789185	0.0100512529344611	0.523973577437596	41	156	4	0.980209858271175	277	0.856575299482874	177
20230720 110513	0	0	auto	depthwise	256	0	7.16421936789185	0.0100929282931816	0.254675283637814	14	645	9	0.602607892977647	2009	0.858278271411179	178
20230720 110640	0	0	auto	depthwise	256	0	7.16421936789185	0.150432209319022	0.883719729968635	0	212	57	0.745494876227928	394	0.856348465210266	179
20230720 111453	0	0	auto	depthwise	256	0	7.16421936789185	0.0100725168108882	0.211154823610542	141	860	7	0.602091212600501	2029	0.857002533982881	180
20230720 114151	0	0	auto	depthwise	256	0	7.16421936789185	0.0103825891206735	0.593571970825277	0	651	67	0.520076150228586	9942	0.856083614668334	181
20230720 115450	0	0	auto	depthwise	256	0	7.16421936789185	0.0100903593149091	0.311313946216313	1	972	14	0.615094941752102	3889	0.858204017197427	182
20230720 115548	0	0	auto	depthwise	256	0	7.16421936789185	0.362430943541253	0.322270256577627	1	39	73	0.946008754968384	229	0.854641713007393	183
20230720 122118	0	0	auto	depthwise	256	0	7.16421936789185	0.0100395115770744	0.886829444085942	175	88	21	0.81116306034698	8993	0.857267541808604	184
20230720 122716	0	0	auto	depthwise	256	0	7.16421936789185	0.0100589057258098	0.983239475122479	1000	30	14	0.95918853849599	1452	0.855340977657999	185
20230720 123707	0	0	auto	depthwise	256	0	7.16421936789185	0.010124355315733	0.271805271864449	6	205	11	0.586899554339	2737	0.858359647116286	186
