fecha	alpha	lambda	tree_method	grow_policy	max_bin	max_leaves	scale_pos_weight	eta	colsample_bytree	min_child_weight	max_depth	gamma	subsample	nrounds	ganancia	iteracion
20230718 135413	0	0	auto	depthwise	256	0	7.13078140214216	0.109595570950739	0.264107136236317	9	10	47	0.609139665753581	4	3.99363292996999	43
20230718 140846	0	0	auto	depthwise	256	0	7.13078140214216	0.180181051407692	0.431038653899357	20	32	54	0.898125761109521	20	3.998960394094	44
20230718 142641	0	0	auto	depthwise	256	0	7.13078140214216	0.852175839829336	0.539389586411603	36	22	49	0.459536297927494	60	3.98246835368145	45
20230718 143942	0	0	auto	depthwise	256	0	7.13078140214216	0.270579655677027	0.511627993433364	19	34	76	0.595072929965099	19	3.98802609135431	46
20230718 145223	0	0	auto	depthwise	256	0	7.13078140214216	0.268026238781905	0.367803287848644	34	12	57	0.300496300238708	18	3.98714275335455	47
20230718 150354	0	0	auto	depthwise	256	0	7.13078140214216	0.385544590158234	0.615894200578891	31	11	84	0.57930760623992	16	3.98274907883479	48
20230718 151603	0	0	auto	depthwise	256	0	7.13078140214216	0.896733186826382	0.70473709616015	13	3	90	0.352053364445001	27	4.0405923628092	49
20230718 154142	0	0	auto	depthwise	256	0	7.13078140214216	0.0875296513273544	0.88127474757731	20	43	63	0.266468264850322	69	3.98641016490842	50
20230718 155436	0	0	auto	depthwise	256	0	7.13078140214216	0.615122220059766	0.277852739628404	1	26	51	0.260612203642027	30	3.99049233990258	51
20230718 160831	0	0	auto	depthwise	256	0	7.13078140214216	0.515342439049468	0.777016648638994	50	50	21	0.788336730874376	36	3.99932531468292	52
20230718 162847	0	0	auto	depthwise	256	0	7.13078140214216	0.485660782223544	0.428960637736134	2	47	29	0.348451551370614	77	4.0000100180701	53
20230718 163818	0	0	auto	depthwise	256	0	7.13078140214216	0.955623458774687	0.637190799962591	14	20	88	0.461497723861992	6	4.10758425596868	54
20230718 165420	0	0	auto	depthwise	256	0	7.13078140214216	0.194144313774023	0.57650574466195	9	8	73	0.729851187800232	35	3.97146397021481	55
20230718 170530	0	0	auto	depthwise	256	0	7.13078140214216	0.224281355653678	0.282219466654025	21	44	95	0.48477963301813	4	3.99447245303515	56
20230718 171524	0	0	auto	depthwise	256	0	7.13078140214216	0.807350129483393	0.913942551237904	0	44	39	0.372398441228259	9	4.0212018459044	57
20230718 172622	0	0	auto	depthwise	256	0	7.13078140214216	0.958199534373875	0.686069771310501	12	9	86	0.473959235464688	16	4.09454401684375	58
20230718 173612	0	0	auto	depthwise	256	0	7.13078140214216	0.439870888356965	0.240844847323373	10	44	58	0.407195614883094	5	3.9877810543037	59
